RunName.reactor,SampleTimeID,RunName,Reactor,CatalystID,origin,support,catalyst,ActualTempBlock,reactorPressure,ratioCat2support,ratioPromTot2cat,p1,p2,p3,p4,p5,p6,p7,mass,CatalystBedLength,reductionTemp,meanConvCorrected,sdConvCorrected,ArgonArea,H2flow110,N2flow120,Arflow130,COflow140,CO2H2flow150,flow160,flow170,flow180,diluentN2flow300,ElapsedRunTime
20130424_OAN_FLOW_008#12#450#30,15397,20130424_OAN_FLOW_008,12,OAN-DFK00163,DFK,S1,C2,450.04,28.86,10,0.1,0.5,0,0.5,0,0,0,0,0.0729,2.6,85.01333364,0.237951922,0.003117505,1550221.8,90,29.94399948,20.15200005,0,0,0,0,0,640.0060181,85.99990387
20130424_OAN_FLOW_008#13#450#30,15302,20130424_OAN_FLOW_008,13,OAN-DFK00150,DFK,S1,C2,449.99,29.05,6,0.316227766,0,0.5,0.5,0,0,0,0,0.0695,2.2,84.99666596,0.198069341,0.000824168,1682143.6,89.99400024,30.1699997,19.89400024,0,0,0,0,0,640.0139892,86.07820892
20130424_OAN_FLOW_008#14#450#30,15351,20130424_OAN_FLOW_008,14,OAN-DFK00234,DFK,S1,C2,449.98,28.76,10,1,0.5,0,0.5,0,0,0,0,0.0706,2.4,85.00333405,0.244015244,0.004665738,1594852.2,90.01199951,30.02599945,19.8,0,0,0,0,0,640.026001,86.15651398
20130424_OAN_FLOW_008#15#450#30,15208,20130424_OAN_FLOW_008,15,OAN-FIS00002,FIS,S2,C1,450,28.9,2,1,0,1,0,0,0,0,0,0.0617,1.6,85,0.191425458,0.006180465,1541740.4,90.02999878,29.84999962,20.01000023,0,0,0,0,0,639.9940064,86.2348175
20130424_OAN_FLOW_008#16#450#30,15257,20130424_OAN_FLOW_008,16,OAN-DFK00228,DFK,S1,C2,450,28.82,6,1,0.5,0.5,0,0,0,0,0,0.0741,2.6,85.00666555,0.199045756,0.000891641,1591068.8,89.99400024,29.96399994,20.00800018,0,0,0,0,0,640.0439941,86.31312103
20130424_OAN_FLOW_008#17#450#30,15306,20130424_OAN_FLOW_008,17,OAN-DFK00167,DFK,S1,C2,449.99,28.69,10,0.1,1,0,0,0,0,0,0,0.0693,2.1,84.98333486,0.25112485,0.00195209,1598792.4,89.98800049,30.48800011,20.16799965,0,0,0,0,0,640.0380127,86.39142761
20130424_OAN_FLOW_008#18#450#30,15211,20130424_OAN_FLOW_008,18,OAN-DFK00233,DFK,S1,C2,450.01,28.73,10,0.316227766,0,1,0,0,0,0,0,0.0744,2.4,84.99000041,0.236990758,0.005213158,1558628.2,90.01199951,30.05400009,20.04599953,0,0,0,0,0,639.9519897,86.46973266
20130424_OAN_FLOW_008#19#450#30,15212,20130424_OAN_FLOW_008,19,OAN-DFK00158,DFK,S1,C2,450.01,28.81,2,0.1,0.5,0,0.5,0,0,0,0,0.0626,2,84.99999745,0.077986246,0.002413725,1528513.4,89.99400024,30.15800018,19.96400032,0,0,0,0,0,640.0439941,86.5480362
20130424_OAN_FLOW_008#20#450#30,15405,20130424_OAN_FLOW_008,20,OAN-DFK00232,DFK,S1,C2,450,28.82,10,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.0724,2.6,84.99000041,0.243439074,0.002430833,1562397.2,90.00599976,30.23199997,20.09400025,0,0,0,0,0,640.0140015,86.62633972
20130424_OAN_FLOW_008#21#450#30,15214,20130424_OAN_FLOW_008,21,OAN-DFK00155,DFK,S1,C2,449.97,28.93,2,1,0.5,0,0.5,0,0,0,0,0.0721,1.8,85.00333405,0.050268025,0.005323935,1552148.6,90.00599976,29.85,20.02000008,0,0,0,0,0,639.9819946,86.70464478
20130424_OAN_FLOW_008#22#450#30,15263,20130424_OAN_FLOW_008,22,OAN-DFK00226,DFK,S1,C2,449.99,29.03,2,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.0731,2,84.99666595,0.099829156,0.001404057,1501342.4,89.99400024,30.13199959,19.99399948,0,0,0,0,0,640.0380005,86.78294983
20130424_OAN_FLOW_008#23#450#30,15216,20130424_OAN_FLOW_008,23,OAN-DFK00220,DFK,S1,C2,449.98,28.81,2,1,0,0.5,0.5,0,0,0,0,0.07281,1.8,85.01666768,0,0,1560268.8,89.99400024,29.58999977,20.01200028,0,0,0,0,0,640.0000122,86.86125183
20130424_OAN_FLOW_008#24#450#30,15217,20130424_OAN_FLOW_008,24,OAN-DFK00146,DFK,S1,C2,450,28.83,2,0.1,0,1,0,0,0,0,0,0.07155,2.3,85.00333405,0.083439394,0.002431227,1593480.6,90.01199951,30.3659996,20.01399917,0,0,0,0,0,640.0619995,86.93955841
20130424_OAN_FLOW_008#25#450#30,15218,20130424_OAN_FLOW_008,25,OAN-DFK00231,DFK,S1,C2,450.02,28.93,2,0.1,0,0.5,0.5,0,0,0,0,0.06813,1.8,85.00333405,0,0,1588742,90.01799927,30.18799972,20.17199974,0,0,0,0,0,640.0259888,87.01786194
20130424_OAN_FLOW_008#26#450#30,15363,20130424_OAN_FLOW_008,26,OAN-DFK00164,DFK,S1,C2,449.98,28.82,10,1,0,0,1,0,0,0,0,0.06479,2.4,85.00666555,0.272172713,0.00060837,1598374,89.98800049,29.95199966,20.07800026,0,0,0,0,0,640.0000122,87.09616547
20130424_OAN_FLOW_008#27#450#30,15220,20130424_OAN_FLOW_008,27,OAN-DFK00152,DFK,S1,C2,450.03,28.85,2,1,0,0,1,0,0,0,0,0.0685,1.65,85.0033315,0.086910267,0.007478954,1608549.2,89.98200073,29.95600014,19.74800034,0,0,0,0,0,639.9859986,87.17447204
20130424_OAN_FLOW_008#28#450#30,15221,20130424_OAN_FLOW_008,28,OAN-DFK00225,DFK,S1,C2,450.01,28.94,2,0.316227766,0.5,0.5,0,0,0,0,0,0.06757,2.1,84.9966685,0.081141659,0.002556307,1529343.6,89.98800049,30.02599983,19.92400055,0,0,0,0,0,640.023999,87.25328522
20130424_OAN_FLOW_008#29#450#30,15222,20130424_OAN_FLOW_008,29,OAN-DFK00221,DFK,S1,C2,449.99,28.91,10,1,1,0,0,0,0,0,0,0.0653,2,85.0033315,0.258911041,0.003141739,1669634,90,30.19599953,20.03600006,0,0,0,0,0,640.0120117,87.33158875
20130424_OAN_FLOW_008#30#450#30,15223,20130424_OAN_FLOW_008,30,OAN-DFK00160,DFK,S1,C2,449.98,28.99,10,1,0,0.5,0.5,0,0,0,0,0.06911,2.2,85.00666809,0.079788499,0.003229419,1593732.4,89.99400024,29.92599983,19.97399979,0,0,0,0,0,639.9699951,87.40989075
20130424_OAN_FLOW_008#31#450#30,15224,20130424_OAN_FLOW_008,31,OAN-DFK00157,DFK,S1,C2,450,29.01,10,1,0,1,0,0,0,0,0,0.07432,2,84.99666595,0.168368712,0.005551825,1583018.4,90.02399902,30.1199997,19.97000046,0,0,0,0,0,640.0679932,87.4881958
20130424_OAN_FLOW_008#32#450#30,15225,20130424_OAN_FLOW_008,32,OAN-DFK00227,DFK,S1,C2,449.97,28.93,2,0.1,0,0,1,0,0,0,0,0.073,2.4,84.98666636,0.087776066,0.003190622,1511949,90.01799927,29.81399994,20.0920002,0,0,0,0,0,639.9839966,87.56649933
20130424_OAN_FLOW_008#33#450#30,15226,20130424_OAN_FLOW_008,33,OAN-DFK00161,DFK,S1,C2,449.99,28.96,2,0.1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.07317,1.5,85.00999959,0.042904849,0.004250563,1621273.8,90.00599976,29.74199944,20,0,0,0,0,0,639.976001,87.64480591
20130424_OAN_FLOW_008#34#450#30,15371,20130424_OAN_FLOW_008,34,OAN-DFK00230,DFK,S1,C2,449.99,29.06,10,0.1,0,0,1,0,0,0,0,0.07862,2.5,84.99000041,0.221341649,0.000665115,1555135.4,89.98800049,30.08199997,19.99000015,0,0,0,0,0,639.9959961,87.72310943
20130424_OAN_FLOW_008#35#450#30,15324,20130424_OAN_FLOW_008,35,OAN-FIS00002,FIS,S2,C1,449.96,28.87,2,1,0,1,0,0,0,0,0,0.0736,2.4,85.00999959,0.220804759,0.001272224,1492374.6,89.98800049,29.80599976,20.05999985,0,0,0,0,0,640.0059937,87.80141144
20130424_OAN_FLOW_008#36#450#30,15373,20130424_OAN_FLOW_008,36,OAN-DFK00229,DFK,S1,C2,449.98,29.12,10,0.1,0.5,0.5,0,0,0,0,0,0.07432,2.4,85.00999959,0.23622358,0.000529318,1539258.8,90.00599976,30.19399986,19.97999993,0,0,0,0,0,640.0180054,87.87971954
20130424_OAN_FLOW_008#37#450#30,15278,20130424_OAN_FLOW_008,37,OAN-DFK00166,DFK,S1,C2,450.03,29.13,6,0.316227766,0,0.5,0.5,0,0,0,0,0.07774,1.9,84.98999786,0.220586911,0.000472858,1616901.2,90,30.03199997,19.92999993,0,0,0,0,0,640.0680054,87.95802154
20130424_OAN_FLOW_008#38#450#30,15279,20130424_OAN_FLOW_008,38,OAN-DFK00223,DFK,S1,C2,450.03,29.05,6,0.316227766,0.5,0.5,0,0,0,0,0,0.06862,2.4,85.00333405,0.241274598,0.000395009,1602359,89.97750092,30.45499992,20.13249969,0,0,0,0,0,640.0449982,86.11408234
20130424_OAN_FLOW_008#39#450#30,15232,20130424_OAN_FLOW_008,39,OAN-DFK00148,DFK,S1,C2,449.99,28.8,2,1,0.5,0.5,0,0,0,0,0,0.07504,2.4,85.01000214,0.107391861,0.002678207,1584248.25,90.0074997,29.65249968,19.99499989,0,0,0,0,0,639.977478,86.19238663
20130424_OAN_FLOW_008#40#450#30,15281,20130424_OAN_FLOW_008,40,OAN-DFK00159,DFK,S1,C2,449.99,28.99,10,0.316227766,0,1,0,0,0,0,0,0.07403,1.6,84.97333527,0.240242807,0.000417575,1574067.75,90,29.88999987,20.00250006,0,0,0,0,0,640.0300141,86.27068901
20130424_OAN_FLOW_008#41#450#30,15330,20130424_OAN_FLOW_008,41,OAN-DFK00224,DFK,S1,C2,450.01,29.29,10,0.1,0,1,0,0,0,0,0,0.0732,2,84.99000041,0.246091708,0.000573841,1570735.5,90.02249909,30.29750013,20.14999962,0,0,0,0,0,639.9850159,86.3489933
20130424_OAN_FLOW_008#42#450#30,15235,20130424_OAN_FLOW_008,42,OAN-DFK00153,DFK,S1,C2,450.03,28.92,10,1,0.5,0.5,0,0,0,0,0,0.06938,1.6,85.00999705,0.239744934,0.004743869,1517766.5,90,30.04749966,20.09749985,0,0,0,0,0,639.9549713,86.4272995
20130424_OAN_FLOW_008#43#450#30,15284,20130424_OAN_FLOW_008,43,OAN-DFK00162,DFK,S1,C2,450.01,28.96,10,0.1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.07425,2.2,85.01333364,0.237532456,0.0001043,1579434.75,90,30.24999952,19.98000002,0,0,0,0,0,639.9849854,86.5056057
20130424_OAN_FLOW_008#45#450#30,15286,20130424_OAN_FLOW_008,45,OAN-DFK00222,DFK,S1,C2,450,28.95,6,0.316227766,1,0,0,0,0,0,0,0.07357,2.8,85,0.230184766,0.000526588,1602100,90.01499939,29.87249994,19.91249991,0,0,0,0,0,639.9624939,86.66221238
20130424_OAN_FLOW_008#46#450#30,15335,20130424_OAN_FLOW_008,46,OAN-DFK00154,DFK,S1,C2,450,28.94,6,0,0,0,0,0,0,0,0,0.0741,2.05,84.99666595,0.22054683,0.002251565,1523366.75,89.98500061,30.19000006,20.15500021,0,0,0,0,0,640.0300141,86.74051475
20130424_OAN_FLOW_008#47#450#30,15240,20130424_OAN_FLOW_008,47,OAN-DFK00149,DFK,S1,C2,449.99,28.95,2,0,0,0,0,0,0,0,0,0.0543,1.4,84.9966685,0,0,1564801.75,89.97750092,29.99249983,20.00250006,0,0,0,0,0,640.0149994,86.81882286
20130424_OAN_FLOW_008#48#450#30,15289,20130424_OAN_FLOW_008,48,OAN-DFK00165,DFK,S1,C2,449.99,28.95,6,0.316227766,0,0,1,0,0,0,0,0.06863,2.75,85.00666555,0.242984883,0.001322768,1540503.25,89.99250031,29.91499949,20.04250049,0,0,0,0,0,639.9925079,86.89712334
20130503_OAN_FLOW_009#2#450#10,17117,20130503_OAN_FLOW_009,2,OAN-DFK00226,DFK,S1,C2,449.99,8.51,2,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.064,1.8,85,0.009232215,0.013056323,1846181.5,89.98500061,29.93999958,19.92500019,0,0,0,0,0,639.9849854,65.42883492
20130503_OAN_FLOW_009#3#450#10,17118,20130503_OAN_FLOW_009,3,OAN-FIS00002,FIS,S2,C1,449.99,8.63,2,1,0,1,0,0,0,0,0,0.067,2.4,84.99250031,0.098916766,0.001030055,1972392.5,89.97000122,29.97000027,20.1750002,0,0,0,0,0,640.0300293,65.50714302
20130503_OAN_FLOW_009#4#450#10,17119,20130503_OAN_FLOW_009,4,OAN-DFK00232,DFK,S1,C2,449.99,8.63,10,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.0671,2.1,84.99500084,0.078781923,0.001551399,1828581,89.97000122,29.93999958,20,0,0,0,0,0,640.0300293,65.58544541
20130503_OAN_FLOW_009#5#450#10,17120,20130503_OAN_FLOW_009,5,OAN-DFK00236,DFK,S1,C2,450,8.62,6,0.316227766,0.5,0,0.5,0,0,0,0,0.0713,2,85,0.067318441,0.000912125,1798349,89.97000122,30,19.98999977,0,0,0,0,0,640.0150147,65.66375161
20130503_OAN_FLOW_009#6#450#10,17121,20130503_OAN_FLOW_009,6,OAN-DFK00162,DFK,S1,C2,450,8.56,10,0.1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.0752,1.6,84.99500084,0.065525327,0.00325136,1922727,90,29.95499993,19.89500046,0,0,0,0,0,640.0299988,65.74205971
20130503_OAN_FLOW_009#7#450#10,17122,20130503_OAN_FLOW_009,7,OAN-DFK00230,DFK,S1,C2,449.97,8.72,10,0.1,0,0,1,0,0,0,0,0.0741,3,84.99250031,0.06958916,0.006039716,1820865.5,89.98500061,30.06000042,20.11999989,0,0,0,0,0,640.0149842,65.82036019
20130503_OAN_FLOW_009#8#450#10,17075,20130503_OAN_FLOW_009,8,OAN-DFK00218,DFK,S1,C2,450,8.65,2,0.1,1,0,0,0,0,0,0,0.0746,1.4,84.99749756,0,0,1843160.5,90.02999878,30.02999973,20,0,0,0,0,0,639.9849854,65.89866257
20130503_OAN_FLOW_009#9#450#10,17124,20130503_OAN_FLOW_009,9,OAN-DFK00228,DFK,S1,C2,450,8.61,6,1,0.5,0.5,0,0,0,0,0,0.0697,2.2,84.98999977,0.031891483,0.01148807,1769348.5,90.02999878,29.93999958,20.15499973,0,0,0,0,0,640.0299988,65.97697068
20130503_OAN_FLOW_009#10#450#10,17125,20130503_OAN_FLOW_009,10,OAN-DFK00146,DFK,S1,C2,449.99,8.72,2,0.1,0,1,0,0,0,0,0,0.0643,1.8,84.99000041,0.013921282,0.019687666,1870166.5,89.98500061,30.06000042,19.5699997,0,0,0,0,0,639.9700012,66.05527115
20130503_OAN_FLOW_009#12#450#10,17127,20130503_OAN_FLOW_009,12,OAN-DFK00165,DFK,S1,C2,449.98,8.6,6,0.316227766,0,0,1,0,0,0,0,0.0746,2.4,84.99333191,0.066251116,0.001133954,1795684.5,90,30.01499939,19.72000027,0,0,0,0,0,640,66.21188355
20130503_OAN_FLOW_009#13#450#10,17128,20130503_OAN_FLOW_009,13,OAN-DFK00219,DFK,S1,C2,450,8.81,6,0.316227766,0,1,0,0,0,0,0,0.0731,2,84.99666595,0.044800873,0.013718085,1920402,90,30.01500035,19.89000035,0,0,0,0,0,639.9249878,66.29018402
20130503_OAN_FLOW_009#14#450#10,17081,20130503_OAN_FLOW_009,14,OAN-DFK00235,DFK,S1,C2,450.02,8.82,2,0.1,0.5,0.5,0,0,0,0,0,0.0694,1.9,85.01000214,0,0,1857542,90,30,19.95499992,0,0,0,0,0,640.0150147,66.36849213
20130503_OAN_FLOW_009#15#450#10,17130,20130503_OAN_FLOW_009,15,OAN-DFK00153,DFK,S1,C2,449.99,8.82,10,1,0.5,0.5,0,0,0,0,0,0.0664,1.8,84.98333486,0.070134919,0.006003281,1811911,90.01499939,30.04999924,19.9800005,0,0,0,0,0,640,66.4467926
20130503_OAN_FLOW_009#16#450#10,17131,20130503_OAN_FLOW_009,16,OAN-DFK00153,DFK,S1,C2,449.98,8.27,10,1,0.5,0.5,0,0,0,0,0,0.0656,1.6,84.99000041,0.070040825,0.003779873,1870278,89.98500061,30.04500008,19.55500031,0,0,0,0,0,640.0600281,66.52510071
20130503_OAN_FLOW_009#17#450#10,17132,20130503_OAN_FLOW_009,17,OAN-DFK00145,DFK,S1,C2,450.01,8.47,10,0.316227766,0,1,0,0,0,0,0,0.0648,1.4,85.00666809,0.082895863,0.002558746,1862234,90.01499939,29.89499951,20.06500054,0,0,0,0,0,639.9549866,66.60340118
20130503_OAN_FLOW_009#18#450#10,17085,20130503_OAN_FLOW_009,18,OAN-DFK00161,DFK,S1,C2,450,8.8,2,0.1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.0702,1.6,84.9966685,0,0,1817010,89.97000122,30,19.77500057,0,0,0,0,0,639.9400024,66.68170929
20130503_OAN_FLOW_009#19#450#10,17134,20130503_OAN_FLOW_009,19,OAN-DFK00227,DFK,S1,C2,449.99,8.92,2,0.1,0,0,1,0,0,0,0,0.0743,1.8,84.97999827,0.039446566,0.003587084,1822628.5,90.02999878,30.05999947,19.85499954,0,0,0,0,0,639.9700012,66.76001358
20130503_OAN_FLOW_009#20#450#10,17087,20130503_OAN_FLOW_009,20,OAN-FIS00002,FIS,S2,C1,450.02,8.68,2,1,0,1,0,0,0,0,0,0.0691,2.4,85.00999959,0.087571725,0.003705346,1845023.5,90.07499695,29.93999958,20.26499939,0,0,0,0,0,640.0299988,66.83831787
20130503_OAN_FLOW_009#21#450#10,17136,20130503_OAN_FLOW_009,21,OAN-DFK00156,DFK,S1,C2,450,8.98,10,0.1,0,0.5,0.5,0,0,0,0,0.0712,2,85.01333364,0.075431049,0.000408288,1832131,89.97000122,29.95499992,19.97000027,0,0,0,0,0,639.9549866,66.91662217
20130503_OAN_FLOW_009#22#450#10,17137,20130503_OAN_FLOW_009,22,OAN-DFK00147,DFK,S1,C2,449.99,8.54,6,0.316227766,0,0.5,0.5,0,0,0,0,0.0621,1.4,84.97333272,0.076304694,0.004613665,1770824.5,89.97000122,29.98500061,20.01000023,0,0,0,0,0,640.0299988,66.99492645
20130503_OAN_FLOW_009#23#450#10,17138,20130503_OAN_FLOW_009,23,OAN-DFK00229,DFK,S1,C2,450.01,8.77,10,0.1,0.5,0.5,0,0,0,0,0,0.0744,1.6,85.00333404,0.069659106,0.000884935,1874335.5,90.01499939,29.98499966,19.96999932,0,0,0,0,0,640.0150147,67.07323075
20130503_OAN_FLOW_009#24#450#10,17139,20130503_OAN_FLOW_009,24,OAN-DFK00157,DFK,S1,C2,449.98,8.61,10,1,0,1,0,0,0,0,0,0.0726,1.8,85.00666555,0.051678281,0.005243499,1874959.5,90,29.95499993,20.18500042,0,0,0,0,0,639.9700012,67.15153503
20130503_OAN_FLOW_009#25#450#10,17140,20130503_OAN_FLOW_009,25,OAN-DFK00224,DFK,S1,C2,450,8.83,10,0.1,0,1,0,0,0,0,0,0.0736,2,84.99333445,0.072734273,6.30E-05,1864538,90.01499939,30.02999973,19.94999981,0,0,0,0,0,640.0150147,67.22983551
20130503_OAN_FLOW_009#28#450#10,17143,20130503_OAN_FLOW_009,28,OAN-DFK00236,DFK,S1,C2,449.99,9.07,6,0.316227766,0.5,0,0.5,0,0,0,0,0.0736,2.2,85.00999959,0.061320932,0.003188262,1807601,89.98500061,29.98499966,20.05000019,0,0,0,0,0,639.9849854,67.4647522
20130503_OAN_FLOW_009#30#450#10,17145,20130503_OAN_FLOW_009,30,OAN-DFK00156,DFK,S1,C2,450.02,8.87,10,0.1,0,0.5,0.5,0,0,0,0,0.0661,1.9,85.00999959,0.077758141,0.005404064,1752445,90.01499939,30.06499958,19.9449997,0,0,0,0,0,640,67.62136078
20130503_OAN_FLOW_009#31#450#10,17146,20130503_OAN_FLOW_009,31,OAN-DFK00228,DFK,S1,C2,450,8.85,6,1,0.5,0.5,0,0,0,0,0,0.0471,1.8,84.99666595,0.050592988,0.005389723,1862342,90.01499939,29.98499966,20.05499936,0,0,0,0,0,639.9700012,67.69966507
20130503_OAN_FLOW_009#32#450#10,17147,20130503_OAN_FLOW_009,32,OAN-DFK00159,DFK,S1,C2,450,8.37,10,0.316227766,0,1,0,0,0,0,0,0.0706,1.6,85.00666555,0.073640174,0.000353941,1778202.5,89.98500061,29.92000008,19.90999985,0,0,0,0,0,640,67.77796936
20130503_OAN_FLOW_009#33#450#10,17148,20130503_OAN_FLOW_009,33,OAN-DFK00166,DFK,S1,C2,450.01,9.01,6,0.316227766,0,0.5,0.5,0,0,0,0,0.0751,2.2,85.0033315,0.069784136,0.000598777,1904882.5,90.02999878,29.95499993,20.09499932,0,0,0,0,0,639.9100037,67.85627366
20130503_OAN_FLOW_009#34#450#10,17149,20130503_OAN_FLOW_009,34,OAN-DFK00223,DFK,S1,C2,450.02,9.13,6,0.316227766,0.5,0.5,0,0,0,0,0,0.0687,1.8,85,0.076161485,0.001061905,1834081.5,90,29.96999932,19.90999985,0,0,0,0,0,640,67.93457794
20130503_OAN_FLOW_009#35#450#10,17150,20130503_OAN_FLOW_009,35,OAN-DFK00150,DFK,S1,C2,449.98,8.87,6,0.316227766,0,0.5,0.5,0,0,0,0,0.0703,1.9,84.98333232,0.039294614,0.006815099,1749943,90.01499939,30.01499939,20.02500058,0,0,0,0,0,639.9549866,68.01287842
20130503_OAN_FLOW_009#36#450#10,17151,20130503_OAN_FLOW_009,36,OAN-DFK00222,DFK,S1,C2,450,9.19,6,0.316227766,1,0,0,0,0,0,0,0.0732,2,84.99333445,0.04326572,0.003561576,1805601.5,90.02999878,29.98500061,20.09999943,0,0,0,0,0,639.9849854,68.09118652
20130503_OAN_FLOW_009#38#450#10,17153,20130503_OAN_FLOW_009,38,OAN-DFK00154,DFK,S1,C2,450.02,9.11,6,0,0,0,0,0,0,0,0,0.0754,1.4,85.00666809,0.067541983,0.003779263,1885946.5,89.97000122,30.01499939,19.72499943,0,0,0,0,0,640.0299988,68.24779511
20130503_OAN_FLOW_009#39#450#10,17154,20130503_OAN_FLOW_009,39,OAN-DFK00151,DFK,S1,C2,449.99,8.95,2,1,0,1,0,0,0,0,0,0.0751,1.2,84.99000041,0.017502368,0.002766065,1877935.5,90,29.98500061,20.20499993,0,0,0,0,0,640,68.3260994
20130503_OAN_FLOW_009#40#450#10,17155,20130503_OAN_FLOW_009,40,OAN-DFK00148,DFK,S1,C2,450.04,9.12,2,1,0.5,0.5,0,0,0,0,0,0.0748,2,84.99333445,0.029949004,0.003766444,1846395.5,89.98500061,30,20.05000019,0,0,0,0,0,639.9549866,68.40440369
20130503_OAN_FLOW_009#41#450#10,17156,20130503_OAN_FLOW_009,41,OAN-DFK00158,DFK,S1,C2,450,9.19,2,0.1,0.5,0,0.5,0,0,0,0,0.0721,1.8,84.99333445,0.022877277,0.003254059,1852335.5,90.01499939,30,20,0,0,0,0,0,639.9849854,68.48270798
20130503_OAN_FLOW_009#44#450#10,17111,20130503_OAN_FLOW_009,44,OAN-DFK00234,DFK,S1,C2,450.07,9.08,10,1,0.5,0,0.5,0,0,0,0,0.0717,2.2,85.00666555,0.075737035,7.74E-05,1848837,90,29.93500042,20.18999958,0,0,0,0,0,640,68.71931076
20130503_OAN_FLOW_009#46#450#10,17161,20130503_OAN_FLOW_009,46,OAN-DFK00225,DFK,S1,C2,449.97,9.14,2,0.316227766,0.5,0.5,0,0,0,0,0,0.0711,2.05,84.99666595,0.025879663,0.003322641,1809131,90,29.92000008,19.88999939,0,0,0,0,0,640.0150147,68.87591934
20130503_OAN_FLOW_009#47#450#10,17114,20130503_OAN_FLOW_009,47,OAN-DFK00163,DFK,S1,C2,449.99,8.84,10,0.1,0.5,0,0.5,0,0,0,0,0.071,2.1,85.0033315,0.073256106,0.00042237,1859437.5,90.01499939,30,19.48999977,0,0,0,0,0,639.9850159,68.95521164
20130503_OAN_FLOW_009#48#450#10,17115,20130503_OAN_FLOW_009,48,OAN-DFK00233,DFK,S1,C2,450.02,9.17,10,0.316227766,0,1,0,0,0,0,0,0.0703,2.15,85.00999959,0.074027745,0.000128367,1844432,90.01499939,30.04500008,20.02999974,0,0,0,0,0,639.9549866,69.03351212
20130503_OAN_FLOW_009#2#450#20,17262,20130503_OAN_FLOW_009,2,OAN-DFK00226,DFK,S1,C2,449.98,18.5,2,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.064,1.8,85,0.031829827,0.000891018,1844745.333,90.03999837,30.02333323,20.13666662,0,0,0,0,0,639.9599813,75.39912415
20130503_OAN_FLOW_009#3#450#20,17167,20130503_OAN_FLOW_009,3,OAN-FIS00002,FIS,S2,C1,449.84,18.78,2,1,0,1,0,0,0,0,0,0.067,2.4,84.99250031,0.154097106,0.012897562,1945650,90,30.04333305,19.88000043,0,0,0,0,0,639.9999797,75.47742462
20130503_OAN_FLOW_009#4#450#20,17168,20130503_OAN_FLOW_009,4,OAN-DFK00232,DFK,S1,C2,450.02,18.77,10,1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.0671,2.1,84.99500084,0.175587986,0.002088195,1845115.667,89.98000081,29.93666712,20.12333361,0,0,0,0,0,639.9899902,75.55573019
20130503_OAN_FLOW_009#5#450#20,17265,20130503_OAN_FLOW_009,5,OAN-DFK00236,DFK,S1,C2,449.97,18.7,6,0.316227766,0.5,0,0.5,0,0,0,0,0.0713,2,85,0.153757294,0.002295875,1793622.667,89.99000041,29.95000013,19.92666626,0,0,0,0,0,639.9600016,75.6340332
20130503_OAN_FLOW_009#6#450#20,17170,20130503_OAN_FLOW_009,6,OAN-DFK00162,DFK,S1,C2,449.97,19.07,10,0.1,0.333333333,0.333333333,0.333333333,0,0,0,0,0.0752,1.6,84.99500084,0.16121512,0.014985619,1732301.333,89.97000122,30.02333323,19.96999995,0,0,0,0,0,640.0099894,75.71233877
20130503_OAN_FLOW_009#7#450#20,17171,20130503_OAN_FLOW_009,7,OAN-DFK00230,DFK,S1,C2,449.95,18.88,10,0.1,0,0,1,0,0,0,0,0.0741,3,84.99250031,0.156183826,0.002774715,1747271.5,90.01499939,30.15999985,20.26500035,0,0,0,0,0,640,73.86852264
20130503_OAN_FLOW_009#8#450#20,17172,20130503_OAN_FLOW_009,8,OAN-DFK00218,DFK,S1,C2,449.99,18.84,2,0.1,1,0,0,0,0,0,0,0.0746,1.4,84.99749756,0,0,1838817.5,90.04499817,29.90999985,20.03499985,0,0,0,0,0,639.9849854,73.94683075
20130503_OAN_FLOW_009#9#450#20,17221,20130503_OAN_FLOW_009,9,OAN-DFK00228,DFK,S1,C2,450.03,18.77,6,1,0.5,0.5,0,0,0,0,0,0.0697,2.2,84.98999977,0.076058657,0.002408862,1712067,89.98500061,30.07999992,20.02500058,0,0,0,0,0,640.0450135,74.02513123
20130503_OAN_FLOW_009#10#450#20,17222,20130503_OAN_FLOW_009,10,OAN-DFK00146,DFK,S1,C2,449.97,18.7,2,0.1,0,1,0,0,0,0,0,0.0643,1.8,84.99000041,0.050506679,0.00540937,1916467.5,90,30.01499939,20.18500042,0,0,0,0,0,639.9549866,74.10343933
20130503_OAN_FLOW_009#12#450#20,17176,20130503_OAN_FLOW_009,12,OAN-DFK00165,DFK,S1,C2,449.98,19.39,6,0.316227766,0,0,1,0,0,0,0,0.0746,2.4,84.99333191,0.158364188,0.017154874,1608946.5,90,30.07499981,19.74499989,0,0,0,0,0,639.9700012,74.26004791
