reactorPressure,catalyst,support,mass,ratioCat2support,RunName.reactor,ElapsedRunTime,ActualTempBlock,RunName,CatalystID,ratioPromTot2cat,origin,ArgonArea,p1,N2flow120,p2,,,,,flow180,diluentN2flow300,,,,,,,,,,,,,,,,
18.78,C1,S2,0.067,2,20130503_OAN_FLOW_009#3#450#20,75.47742462,449.84,20130503_OAN_FLOW_009,OAN-FIS00002,1,FIS,1945650,0,30.04333305,1,,,,,0,639.9999797,,,,,,,,,,,,,,,,
18.77,C2,S1,0.0671,10,20130503_OAN_FLOW_009#4#450#20,75.55573019,450.02,20130503_OAN_FLOW_009,OAN-DFK00232,1,DFK,1845115.667,0.333333333,29.93666712,0.333333333,,,,,0,639.9899902,,,,,,,,,,,,,,,,
18.7,C2,S1,0.0713,6,20130503_OAN_FLOW_009#5#450#20,75.6340332,449.97,20130503_OAN_FLOW_009,OAN-DFK00236,0.316227766,DFK,1793622.667,0.5,29.95000013,0,,,,,0,639.9600016,,,,,,,,,,,,,,,,
19.07,C2,S1,0.0752,10,20130503_OAN_FLOW_009#6#450#20,75.71233877,449.97,20130503_OAN_FLOW_009,OAN-DFK00162,0.1,DFK,1732301.333,0.333333333,30.02333323,0.333333333,,,,,0,640.0099894,,,,,,,,,,,,,,,,
18.88,C2,S1,0.0741,10,20130503_OAN_FLOW_009#7#450#20,73.86852264,449.95,20130503_OAN_FLOW_009,OAN-DFK00230,0.1,DFK,1747271.5,0,30.15999985,0,,,,,0,640,,,,,,,,,,,,,,,,
18.84,C2,S1,0.0746,2,20130503_OAN_FLOW_009#8#450#20,73.94683075,449.99,20130503_OAN_FLOW_009,OAN-DFK00218,0.1,DFK,1838817.5,1,29.90999985,0,,,,,0,639.9849854,,,,,,,,,,,,,,,,
18.77,C2,S1,0.0697,6,20130503_OAN_FLOW_009#9#450#20,74.02513123,450.03,20130503_OAN_FLOW_009,OAN-DFK00228,1,DFK,1712067,0.5,30.07999992,0.5,,,,,0,640.0450135,,,,,,,,,,,,,,,,
18.7,C2,S1,0.0643,2,20130503_OAN_FLOW_009#10#450#20,74.10343933,449.97,20130503_OAN_FLOW_009,OAN-DFK00146,0.1,DFK,1916467.5,0,30.01499939,1,,,,,0,639.9549866,,,,,,,,,,,,,,,,
19.39,C2,S1,0.0746,6,20130503_OAN_FLOW_009#12#450#20,74.26004791,449.98,20130503_OAN_FLOW_009,OAN-DFK00165,0.316227766,DFK,1608946.5,0,30.07499981,0,,,,,0,639.9700012,,,,,,,,,,,,,,,,
18.77,C2,S1,0.0731,6,20130503_OAN_FLOW_009#13#450#20,74.33835221,450,20130503_OAN_FLOW_009,OAN-DFK00219,0.316227766,DFK,2014806,0,30.12999916,1,,,,,0,640,,,,,,,,,,,,,,,,
18.84,C2,S1,0.0694,2,20130503_OAN_FLOW_009#14#450#20,74.41665649,450,20130503_OAN_FLOW_009,OAN-DFK00235,0.1,DFK,1877335,0.5,29.98499966,0.5,,,,,0,640.0300293,,,,,,,,,,,,,,,,
18.82,C2,S1,0.0664,10,20130503_OAN_FLOW_009#15#450#20,74.49496079,450.01,20130503_OAN_FLOW_009,OAN-DFK00153,1,DFK,1845854,0.5,29.88999939,0.5,,,,,0,640,,,,,,,,,,,,,,,,
18.52,C2,S1,0.0656,10,20130503_OAN_FLOW_009#16#450#20,74.57326508,449.99,20130503_OAN_FLOW_009,OAN-DFK00153,1,DFK,1887189,0.5,30.14000034,0.5,,,,,0,640,,,,,,,,,,,,,,,,
18.75,C2,S1,0.0648,10,20130503_OAN_FLOW_009#17#450#20,74.65156937,450.01,20130503_OAN_FLOW_009,OAN-DFK00145,0.316227766,DFK,1876078,0,30.03000069,1,,,,,0,640.0149842,,,,,,,,,,,,,,,,
18.58,C2,S1,0.0702,2,20130503_OAN_FLOW_009#18#450#20,74.72987366,450.01,20130503_OAN_FLOW_009,OAN-DFK00161,0.1,DFK,1822998,0.333333333,30.01500035,0.333333333,,,,,0,639.9700012,,,,,,,,,,,,,,,,
18.96,C2,S1,0.0743,2,20130503_OAN_FLOW_009#19#450#20,74.80817413,450,20130503_OAN_FLOW_009,OAN-DFK00227,0.1,DFK,1814522,0,30.01500035,0,,,,,0,639.9849854,,,,,,,,,,,,,,,,
18.69,C1,S2,0.0691,2,20130503_OAN_FLOW_009#20#450#20,74.88648224,449.98,20130503_OAN_FLOW_009,OAN-FIS00002,1,FIS,1830318.5,0,30.01499939,1,,,,,0,640.0150147,,,,,,,,,,,,,,,,
18.83,C2,S1,0.0712,10,20130503_OAN_FLOW_009#21#450#20,74.96478653,450,20130503_OAN_FLOW_009,OAN-DFK00156,0.1,DFK,1838816.5,0,30.06499958,0.5,,,,,0,640.0299988,,,,,,,,,,,,,,,,
18.96,C2,S1,0.0621,6,20130503_OAN_FLOW_009#22#450#20,75.04309082,450.01,20130503_OAN_FLOW_009,OAN-DFK00147,0.316227766,DFK,1770816.5,0,29.98500061,0.5,,,,,0,640.0149842,,,,,,,,,,,,,,,,
18.72,C2,S1,0.0744,10,20130503_OAN_FLOW_009#23#450#20,75.12139512,449.98,20130503_OAN_FLOW_009,OAN-DFK00229,0.1,DFK,1876964,0.5,29.81499958,0.5,,,,,0,639.9849854,,,,,,,,,,,,,,,,
18.71,C2,S1,0.0726,10,20130503_OAN_FLOW_009#24#450#20,75.1996994,449.98,20130503_OAN_FLOW_009,OAN-DFK00157,1,DFK,1922666.5,0,29.96999931,1,,,,,0,639.9700012,,,,,,,,,,,,,,,,
18.67,C2,S1,0.0736,10,20130503_OAN_FLOW_009#25#450#20,75.27799988,450,20130503_OAN_FLOW_009,OAN-DFK00224,0.1,DFK,1841697,0,30.06499958,1,,,,,0,640,,,,,,,,,,,,,,,,
18.96,C2,S1,0.0736,6,20130503_OAN_FLOW_009#28#450#20,75.51291657,450.01,20130503_OAN_FLOW_009,OAN-DFK00236,0.316227766,DFK,1793299,0.5,30.125,0,,,,,0,639.9849854,,,,,,,,,,,,,,,,
18.93,C2,S1,0.0661,10,20130503_OAN_FLOW_009#30#450#20,75.66952515,449.99,20130503_OAN_FLOW_009,OAN-DFK00156,0.1,DFK,1863851,0,30.03499985,0.5,,,,,0,640.0150147,,,,,,,,,,,,,,,,
19.06,C2,S1,0.0471,6,20130503_OAN_FLOW_009#31#450#20,75.74783325,450.02,20130503_OAN_FLOW_009,OAN-DFK00228,1,DFK,1857429.5,0.5,30.12999916,0.5,,,,,0,640.0299988,,,,,,,,,,,,,,,,
19.01,C2,S1,0.0706,10,20130503_OAN_FLOW_009#32#450#20,75.82613755,449.99,20130503_OAN_FLOW_009,OAN-DFK00159,0.316227766,DFK,1783211,0,30.01500035,1,,,,,0,640.0150147,,,,,,,,,,,,,,,,
18.81,C2,S1,0.0751,6,20130503_OAN_FLOW_009#33#450#20,75.90443802,449.99,20130503_OAN_FLOW_009,OAN-DFK00166,0.316227766,DFK,1897630,0,30.01499939,0.5,,,,,0,640.0299988,,,,,,,,,,,,,,,,
19.07,C2,S1,0.0687,6,20130503_OAN_FLOW_009#34#450#20,75.98274231,450.05,20130503_OAN_FLOW_009,OAN-DFK00223,0.316227766,DFK,1806748.5,0.5,30.14000034,0.5,,,,,0,640.0299988,,,,,,,,,,,,,,,,
19.02,C2,S1,0.0703,6,20130503_OAN_FLOW_009#35#450#20,76.0610466,450.01,20130503_OAN_FLOW_009,OAN-DFK00150,0.316227766,DFK,1740245.5,0,29.98500061,0.5,,,,,0,639.9400024,,,,,,,,,,,,,,,,
19.19,C2,S1,0.0732,6,20130503_OAN_FLOW_009#36#450#20,76.13935089,449.94,20130503_OAN_FLOW_009,OAN-DFK00222,0.316227766,DFK,1791683.5,1,30.02999974,0,,,,,0,639.9849854,,,,,,,,,,,,,,,,
19.15,C2,S1,0.0754,6,20130503_OAN_FLOW_009#38#450#20,76.29595947,450.01,20130503_OAN_FLOW_009,OAN-DFK00154,0,DFK,1868874.5,0,29.93999958,0,,,,,0,640.0300293,,,,,,,,,,,,,,,,
18.95,C2,S1,0.0751,2,20130503_OAN_FLOW_009#39#450#20,76.37426377,449.97,20130503_OAN_FLOW_009,OAN-DFK00151,1,DFK,1865249.5,0,29.88999939,1,,,,,0,640.0299988,,,,,,,,,,,,,,,,
19.1,C2,S1,0.0748,2,20130503_OAN_FLOW_009#40#450#20,76.45256805,450.02,20130503_OAN_FLOW_009,OAN-DFK00148,1,DFK,1838250.5,0.5,30.02999974,0.5,,,,,0,640.0300293,,,,,,,,,,,,,,,,
19.2,C2,S1,0.0721,2,20130503_OAN_FLOW_009#41#450#20,76.53087235,450.02,20130503_OAN_FLOW_009,OAN-DFK00158,0.1,DFK,1834262,0.5,30,0,,,,,0,639.9849854,,,,,,,,,,,,,,,,
19.1,C2,S1,0.0717,10,20130503_OAN_FLOW_009#44#450#20,76.76578522,450,20130503_OAN_FLOW_009,OAN-DFK00234,1,DFK,1830953.5,0.5,30.125,0,,,,,0,640,,,,,,,,,,,,,,,,
18.92,C2,S1,0.071,10,20130503_OAN_FLOW_009#47#450#20,77.0007019,450,20130503_OAN_FLOW_009,OAN-DFK00163,0.1,DFK,1843370,0.5,30.01499939,0,,,,,0,640,,,,,,,,,,,,,,,,
19.12,C2,S1,0.0703,10,20130503_OAN_FLOW_009#48#450#20,77.07900238,449.99,20130503_OAN_FLOW_009,OAN-DFK00233,0.316227766,DFK,1816232,0,30.01499939,1,,,,,0,640,,,,,,,,,,,,,,,,
19.01,C2,S1,0.0711,2,20130503_OAN_FLOW_009#46#450#20,78.84451294,450,20130503_OAN_FLOW_009,OAN-DFK00225,0.316227766,DFK,1789422,0.5,30.09000015,0.5,,,,,0,639.9400024,,,,,,,,,,,,,,,,
28.7,C2,S1,0.064,2,20130503_OAN_FLOW_009#2#450#30,83.83346812,449.97,20130503_OAN_FLOW_009,OAN-DFK00226,1,DFK,1756161,0.333333333,29.95666631,0.333333333,,,,,0,639.9900106,,,,,,,,,,,,,,,,
28.67,C1,S2,0.067,2,20130503_OAN_FLOW_009#3#450#30,83.91177622,450.01,20130503_OAN_FLOW_009,OAN-FIS00002,1,FIS,1957240.667,0,30,1,,,,,0,639.9900106,,,,,,,,,,,,,,,,
28.66,C2,S1,0.0671,10,20130503_OAN_FLOW_009#4#450#30,83.99008179,450,20130503_OAN_FLOW_009,OAN-DFK00232,1,DFK,1841133.333,0.333333333,29.79333305,0.333333333,,,,,0,640.0200195,,,,,,,,,,,,,,,,
28.69,C2,S1,0.0713,6,20130503_OAN_FLOW_009#5#450#30,84.06838735,449.99,20130503_OAN_FLOW_009,OAN-DFK00236,0.316227766,DFK,1791139,0.5,29.99333318,0,,,,,0,639.969991,,,,,,,,,,,,,,,,
28.89,C2,S1,0.0752,10,20130503_OAN_FLOW_009#6#450#30,84.14669037,450.06,20130503_OAN_FLOW_009,OAN-DFK00162,0.1,DFK,1725801,0.333333333,30.01000023,0.333333333,,,,,0,640.0199992,,,,,,,,,,,,,,,,
28.74,C2,S1,0.0741,10,20130503_OAN_FLOW_009#7#450#30,82.3028717,450.01,20130503_OAN_FLOW_009,OAN-DFK00230,0.1,DFK,1826652,0,30.45499993,0,,,,,0,640.1100159,,,,,,,,,,,,,,,,
28.76,C2,S1,0.0746,2,20130503_OAN_FLOW_009#8#450#30,82.38117981,450.01,20130503_OAN_FLOW_009,OAN-DFK00218,0.1,DFK,1834754,1,29.93500042,0,,,,,0,640.0650025,,,,,,,,,,,,,,,,
28.7,C2,S1,0.0697,6,20130503_OAN_FLOW_009#9#450#30,82.45948792,450.02,20130503_OAN_FLOW_009,OAN-DFK00228,1,DFK,1750197.5,0.5,30.05999947,0.5,,,,,0,639.9850159,,,,,,,,,,,,,,,,
28.63,C2,S1,0.0643,2,20130503_OAN_FLOW_009#10#450#30,82.53779602,450.03,20130503_OAN_FLOW_009,OAN-DFK00146,0.1,DFK,1808710.5,0,29.59500027,1,,,,,0,640,,,,,,,,,,,,,,,,
28.9,C2,S1,0.0746,6,20130503_OAN_FLOW_009#12#450#30,82.6944046,449.99,20130503_OAN_FLOW_009,OAN-DFK00165,0.316227766,DFK,1870073.5,0,30.05000019,0,,,,,0,639.9849854,,,,,,,,,,,,,,,,
28.81,C2,S1,0.0731,6,20130503_OAN_FLOW_009#13#450#30,82.77270508,450.04,20130503_OAN_FLOW_009,OAN-DFK00219,0.316227766,DFK,1971804,0,29.95499993,1,,,,,0,639.9699707,,,,,,,,,,,,,,,,
28.67,C2,S1,0.0694,2,20130503_OAN_FLOW_009#14#450#30,82.85101318,450,20130503_OAN_FLOW_009,OAN-DFK00235,0.1,DFK,1864351,0.5,30.125,0.5,,,,,0,640,,,,,,,,,,,,,,,,
28.78,C2,S1,0.0664,10,20130503_OAN_FLOW_009#15#450#30,82.92931366,449.99,20130503_OAN_FLOW_009,OAN-DFK00153,1,DFK,1848087.5,0.5,29.38999939,0.5,,,,,0,639.9549866,,,,,,,,,,,,,,,,
28.4,C2,S1,0.0656,10,20130503_OAN_FLOW_009#16#450#30,83.00761796,450,20130503_OAN_FLOW_009,OAN-DFK00153,1,DFK,1885812,0.5,30.18999958,0.5,,,,,0,639.9849854,,,,,,,,,,,,,,,,
28.56,C2,S1,0.0648,10,20130503_OAN_FLOW_009#17#450#30,83.08592224,450,20130503_OAN_FLOW_009,OAN-DFK00145,0.316227766,DFK,1876272,0,30.13999939,1,,,,,0,640,,,,,,,,,,,,,,,,
28.53,C2,S1,0.0702,2,20130503_OAN_FLOW_009#18#450#30,83.16422654,450,20130503_OAN_FLOW_009,OAN-DFK00161,0.1,DFK,1820701,0.333333333,30.14499951,0.333333333,,,,,0,640,,,,,,,,,,,,,,,,
28.85,C2,S1,0.0743,2,20130503_OAN_FLOW_009#19#450#30,83.24253082,450.03,20130503_OAN_FLOW_009,OAN-DFK00227,0.1,DFK,1817037,0,29.75,0,,,,,0,640.0450135,,,,,,,,,,,,,,,,
28.7,C1,S2,0.0691,2,20130503_OAN_FLOW_009#20#450#30,83.32083512,450.01,20130503_OAN_FLOW_009,OAN-FIS00002,1,FIS,1833697,0,30.09499932,1,,,,,0,640.0450135,,,,,,,,,,,,,,,,
28.59,C2,S1,0.0712,10,20130503_OAN_FLOW_009#21#450#30,83.3991394,449.99,20130503_OAN_FLOW_009,OAN-DFK00156,0.1,DFK,1837365.5,0,29.875,0.5,,,,,0,639.9850159,,,,,,,,,,,,,,,,
28.68,C2,S1,0.0621,6,20130503_OAN_FLOW_009#22#450#30,83.4774437,450.01,20130503_OAN_FLOW_009,OAN-DFK00147,0.316227766,DFK,1771951,0,30.40999985,0.5,,,,,0,639.9700012,,,,,,,,,,,,,,,,
28.58,C2,S1,0.0744,10,20130503_OAN_FLOW_009#23#450#30,83.55574799,450.01,20130503_OAN_FLOW_009,OAN-DFK00229,0.1,DFK,1876140.5,0.5,29.76500034,0.5,,,,,0,640,,,,,,,,,,,,,,,,
28.86,C2,S1,0.0726,10,20130503_OAN_FLOW_009#24#450#30,83.63405228,450.01,20130503_OAN_FLOW_009,OAN-DFK00157,1,DFK,1868461,0,30,1,,,,,0,640.0150147,,,,,,,,,,,,,,,,
28.66,C2,S1,0.0736,10,20130503_OAN_FLOW_009#25#450#30,83.71235657,449.99,20130503_OAN_FLOW_009,OAN-DFK00224,0.1,DFK,1854697,0,29.64000034,1,,,,,0,640.0299988,,,,,,,,,,,,,,,,
28.84,C2,S1,0.0736,6,20130503_OAN_FLOW_009#28#450#30,83.94727325,449.99,20130503_OAN_FLOW_009,OAN-DFK00236,0.316227766,DFK,1797521.5,0.5,30.02999974,0,,,,,0,640,,,,,,,,,,,,,,,,
28.83,C2,S1,0.0661,10,20130503_OAN_FLOW_009#30#450#30,84.10387803,450,20130503_OAN_FLOW_009,OAN-DFK00156,0.1,DFK,1864966.5,0,30.07999992,0.5,,,,,0,640.0450135,,,,,,,,,,,,,,,,
28.95,C2,S1,0.0471,6,20130503_OAN_FLOW_009#31#450#30,84.18218231,449.99,20130503_OAN_FLOW_009,OAN-DFK00228,1,DFK,1847783.5,0.5,29.70499993,0.5,,,,,0,639.9849854,,,,,,,,,,,,,,,,
28.88,C2,S1,0.0706,10,20130503_OAN_FLOW_009#32#450#30,84.26049042,449.99,20130503_OAN_FLOW_009,OAN-DFK00159,0.316227766,DFK,1781808,0,29.97000027,1,,,,,0,640.0650025,,,,,,,,,,,,,,,,
28.71,C2,S1,0.0751,6,20130503_OAN_FLOW_009#33#450#30,84.33879089,450.01,20130503_OAN_FLOW_009,OAN-DFK00166,0.316227766,DFK,1902954,0,29.96999932,0.5,,,,,0,640.0150147,,,,,,,,,,,,,,,,
28.74,C2,S1,0.0687,6,20130503_OAN_FLOW_009#34#450#30,84.417099,449.98,20130503_OAN_FLOW_009,OAN-DFK00223,0.316227766,DFK,1829604,0.5,29.89499951,0.5,,,,,0,640.0150147,,,,,,,,,,,,,,,,
28.89,C2,S1,0.0703,6,20130503_OAN_FLOW_009#35#450#30,84.49539948,449.96,20130503_OAN_FLOW_009,OAN-DFK00150,0.316227766,DFK,1740765.5,0,29.87999916,0.5,,,,,0,640.0499878,,,,,,,,,,,,,,,,
29.14,C2,S1,0.0732,6,20130503_OAN_FLOW_009#36#450#30,84.57370758,449.98,20130503_OAN_FLOW_009,OAN-DFK00222,0.316227766,DFK,1801387.5,1,29.98499966,0,,,,,0,639.9399719,,,,,,,,,,,,,,,,
29.06,C2,S1,0.0754,6,20130503_OAN_FLOW_009#38#450#30,84.73031616,449.98,20130503_OAN_FLOW_009,OAN-DFK00154,0,DFK,1899051,0,29.53499985,0,,,,,0,639.9400024,,,,,,,,,,,,,,,,
28.85,C2,S1,0.0751,2,20130503_OAN_FLOW_009#39#450#30,84.80862046,450,20130503_OAN_FLOW_009,OAN-DFK00151,1,DFK,1866631.5,0,29.63999939,1,,,,,0,639.9850159,,,,,,,,,,,,,,,,
29.04,C2,S1,0.0748,2,20130503_OAN_FLOW_009#40#450#30,84.88692093,449.99,20130503_OAN_FLOW_009,OAN-DFK00148,1,DFK,1842342,0.5,30.17500019,0.5,,,,,0,639.9699707,,,,,,,,,,,,,,,,
29.25,C2,S1,0.0721,2,20130503_OAN_FLOW_009#41#450#30,84.96522522,449.98,20130503_OAN_FLOW_009,OAN-DFK00158,0.1,DFK,1844298.5,0.5,29.84499932,0,,,,,0,639.9699707,,,,,,,,,,,,,,,,
28.99,C2,S1,0.0717,10,20130503_OAN_FLOW_009#44#450#30,85.2001381,450,20130503_OAN_FLOW_009,OAN-DFK00234,1,DFK,1829413.5,0.5,29.59500027,0,,,,,0,639.9849854,,,,,,,,,,,,,,,,
28.89,C2,S1,0.0711,2,20130503_OAN_FLOW_009#46#450#30,85.35674668,450.01,20130503_OAN_FLOW_009,OAN-DFK00225,0.316227766,DFK,1789003.5,0.5,29.39000034,0.5,,,,,0,639.9400024,,,,,,,,,,,,,,,,
28.75,C2,S1,0.071,10,20130503_OAN_FLOW_009#47#450#30,85.43505096,449.99,20130503_OAN_FLOW_009,OAN-DFK00163,0.1,DFK,1844510,0.5,29.94999981,0,,,,,0,639.9549866,,,,,,,,,,,,,,,,
29.05,C2,S1,0.0703,10,20130503_OAN_FLOW_009#48#450#30,85.51335907,450.01,20130503_OAN_FLOW_009,OAN-DFK00233,0.316227766,DFK,1825195,0,29.85999966,1,,,,,0,640,,,,,,,,,,,,,,,,
9.87,C2,S1,0.036,2,20130926_OAN_FLOW_010#2#450#10,107.9709702,450,20130926_OAN_FLOW_010,OAN-DFK00226,1,DFK,1619590.75,0.333333333,30.00499964,0.333333333,,,,,0,640.0225067,,,,,,,,,,,,,,,,
9.7,C1,S2,0.022,6,20130926_OAN_FLOW_010#4#450#10,108.1275788,450,20130926_OAN_FLOW_010,OAN-KNP00020,0.316227766,KNP,1659906.5,0,29.99999952,0,,,,,0,639.9774933,,,,,,,,,,,,,,,,
9.42,C1,S2,0.022,2,20130926_OAN_FLOW_010#5#450#10,108.2058812,450,20130926_OAN_FLOW_010,OAN-KNP00004,0.1,KNP,1609308,0,30.13500023,0.5,,,,,0,639.9924927,,,,,,,,,,,,,,,,
9.56,C1,S2,0.029,2,20130926_OAN_FLOW_010#6#450#10,108.2841873,450.01,20130926_OAN_FLOW_010,OAN-KNP00005,0.1,KNP,1577604.75,0,30.06500006,1,,,,,0,640.0499878,,,,,,,,,,,,,,,,
9.74,C2,S1,0.028,10,20130926_OAN_FLOW_010#7#450#10,108.3624916,450.01,20130926_OAN_FLOW_010,OAN-DFK00145,0.316227766,DFK,1302440.25,0,30.63499975,1,,,,,0,639.9924927,,,,,,,,,,,,,,,,
9.41,C1,S2,0.016,2,20130926_OAN_FLOW_010#8#450#10,108.4407959,450,20130926_OAN_FLOW_010,OAN-KNP00002,0.1,KNP,1631882.25,0,30.24249983,0,,,,,0,640.0400086,,,,,,,,,,,,,,,,
9.77,C1,S2,0.021,2,20130926_OAN_FLOW_010#10#450#10,106.6752828,449.96,20130926_OAN_FLOW_010,OAN-KNP00009,0.1,KNP,1603556.333,0.5,29.55333392,0,,,,,0,639.9899902,,,,,,,,,,,,,,,,
10.62,C1,S2,0.018,2,20130926_OAN_FLOW_010#11#450#10,106.7535909,449.99,20130926_OAN_FLOW_010,OAN-KNP00013,0.316227766,KNP,1597905.667,0.5,30.06333351,0.5,,,,,0,639.9599813,,,,,,,,,,,,,,,,
9.63,C1,S2,0.025,2,20130926_OAN_FLOW_010#12#450#10,104.9097748,449.97,20130926_OAN_FLOW_010,OAN-KNP00006,1,KNP,1423995,0,30.21500015,0.5,,,,,0,640.0300293,,,,,,,,,,,,,,,,
9.81,C1,S2,0.022,2,20130926_OAN_FLOW_010#13#450#10,106.9101995,450.02,20130926_OAN_FLOW_010,OAN-KNP00012,0.316227766,KNP,1712503.333,0.5,29.56333351,0.5,,,,,0,639.969991,,,,,,,,,,,,,,,,
10.15,C1,S2,0.028,2,20130926_OAN_FLOW_010#15#450#10,107.0668106,450.01,20130926_OAN_FLOW_010,OAN-FIS00002,1,FIS,1652148.333,0,29.9900004,1,,,,,0,639.9399821,,,,,,,,,,,,,,,,
10.21,C1,S2,0.026,6,20130926_OAN_FLOW_010#16#450#10,107.1451111,449.98,20130926_OAN_FLOW_010,OAN-KNP00020,0.316227766,KNP,1679801.333,0,29.8233331,0,,,,,0,640.0100098,,,,,,,,,,,,,,,,
9.82,C1,S2,0.026,2,20130926_OAN_FLOW_010#17#450#10,107.2234167,449.99,20130926_OAN_FLOW_010,OAN-KNP00005,0.1,KNP,112046.3333,0,29.8233331,1,,,,,0,640,,,,,,,,,,,,,,,,
9.22,C1,S2,0.018,2,20130926_OAN_FLOW_010#18#450#10,107.3017197,449.98,20130926_OAN_FLOW_010,OAN-KNP00010,0.1,KNP,1610549.333,0.5,30.25,0.5,,,,,0,640.030009,,,,,,,,,,,,,,,,
10.47,C1,S2,0.0175,2,20130926_OAN_FLOW_010#19#450#10,107.3800278,449.97,20130926_OAN_FLOW_010,OAN-KNP00014,0.316227766,KNP,1584783.333,0.5,30.96999931,0.5,,,,,0,640.0800171,,,,,,,,,,,,,,,,
11.53,C1,S2,0.024,2,20130926_OAN_FLOW_010#21#450#10,105.6145173,450,20130926_OAN_FLOW_010,OAN-KNP00018,1,KNP,1160952,1,30.26500035,0,,,,,0,640.0150147,,,,,,,,,,,,,,,,
11.8,C1,S2,0.025,2,20130926_OAN_FLOW_010#22#450#10,107.6149419,450.01,20130926_OAN_FLOW_010,OAN-KNP00001,0,KNP,1605483.667,0,29.84666633,0,,,,,0,639.9466756,,,,,,,,,,,,,,,,
10.96,C1,S2,0.016,2,20130926_OAN_FLOW_010#24#450#10,105.8494263,450.02,20130926_OAN_FLOW_010,OAN-KNP00002,0.1,KNP,1909640,0,30.77999973,0,,,,,0,640.0600281,,,,,,,,,,,,,,,,
10.97,C1,S2,0.0205,2,20130926_OAN_FLOW_010#25#450#10,107.849851,449.99,20130926_OAN_FLOW_010,OAN-KNP00010,0.1,KNP,1952950.333,0.5,30.763333,0.5,,,,,0,640.0399984,,,,,,,,,,,,,,,,
10.68,C1,S2,0.018,2,20130926_OAN_FLOW_010#26#450#10,106.0060349,450,20130926_OAN_FLOW_010,OAN-KNP00007,1,KNP,1919154.5,0,30.59499931,1,,,,,0,639.9400024,,,,,,,,,,,,,,,,
10.57,C1,S2,0.0215,6,20130926_OAN_FLOW_010#28#450#10,108.0847651,450,20130926_OAN_FLOW_010,OAN-KNP00024,0.316227766,KNP,1047425.667,0,29.85666656,1,,,,,0,639.9933268,,,,,,,,,,,,,,,,
10.98,C1,S2,0.025,6,20130926_OAN_FLOW_010#30#450#10,106.3192559,449.99,20130926_OAN_FLOW_010,OAN-KNP00021,0.316227766,KNP,1249389.5,0,29.52999974,0.5,,,,,0,639.9549866,,,,,,,,,,,,,,,,
9.95,C1,S2,0.018,2,20130926_OAN_FLOW_010#31#450#10,108.3196793,449.99,20130926_OAN_FLOW_010,OAN-KNP00011,0.1,KNP,1287534.333,1,29.86333339,0,,,,,0,639.9899902,,,,,,,,,,,,,,,,
10.76,C1,S2,0.017,2,20130926_OAN_FLOW_010#32#450#10,108.3979823,450,20130926_OAN_FLOW_010,OAN-KNP00003,1,KNP,1422007.333,0,29.76000023,0,,,,,0,640.0033162,,,,,,,,,,,,,,,,
9.79,C1,S2,0.023,2,20130926_OAN_FLOW_010#34#450#10,108.5545908,449.99,20130926_OAN_FLOW_010,OAN-KNP00005,0.1,KNP,1617369.333,0,29.84333293,1,,,,,0,639.9899902,,,,,,,,,,,,,,,,
10.71,C1,S2,0.02,2,20130926_OAN_FLOW_010#35#450#10,108.6328964,450.03,20130926_OAN_FLOW_010,OAN-KNP00017,1,KNP,1677129.667,0.5,29.19666672,0.5,,,,,0,639.9700114,,,,,,,,,,,,,,,,
10.16,C1,S2,0.017,2,20130926_OAN_FLOW_010#36#450#10,108.711202,449.97,20130926_OAN_FLOW_010,OAN-KNP00013,0.316227766,KNP,1632908.333,0.5,29.59666634,0.5,,,,,0,639.9400024,,,,,,,,,,,,,,,,
9.74,C1,S2,0.019,6,20130926_OAN_FLOW_010#38#450#10,108.8678106,450.02,20130926_OAN_FLOW_010,OAN-KNP00019,0,KNP,1683332.667,0,29.99333318,0,,,,,0,640.0100098,,,,,,,,,,,,,,,,
10.04,C1,S2,0.021,6,20130926_OAN_FLOW_010#39#450#10,108.9461136,450,20130926_OAN_FLOW_010,OAN-KNP00023,0.316227766,KNP,1660230,0,29.71000036,0.5,,,,,0,639.9899902,,,,,,,,,,,,,,,,
9.98,C1,S2,0.023,2,20130926_OAN_FLOW_010#40#450#10,109.0244217,449.98,20130926_OAN_FLOW_010,OAN-KNP00008,0.1,KNP,1637490,0.333333333,29.97666677,0.333333333,,,,,0,639.9600016,,,,,,,,,,,,,,,,
9.78,C1,S2,0.025,2,20130926_OAN_FLOW_010#41#450#10,109.1027222,449.99,20130926_OAN_FLOW_010,OAN-FIS00002,1,FIS,1658375,0,30.12666639,1,,,,,0,640.0200195,,,,,,,,,,,,,,,,
9.74,C1,S2,0.019,2,20130926_OAN_FLOW_010#42#450#10,109.1810252,450,20130926_OAN_FLOW_010,OAN-KNP00015,1,KNP,1588588.333,0.333333333,30.15666707,0.333333333,,,,,0,640.0199992,,,,,,,,,,,,,,,,
9.34,C2,S1,0.052,10,20130926_OAN_FLOW_010#43#450#10,109.2593307,449.96,20130926_OAN_FLOW_010,OAN-DFK00234,1,DFK,1681815,0.5,30.3100001,0,,,,,0,640.0500082,,,,,,,,,,,,,,,,
9.91,C1,S2,0.023,6,20130926_OAN_FLOW_010#44#450#10,109.3376363,449.98,20130926_OAN_FLOW_010,OAN-KNP00021,0.316227766,KNP,1653753.333,0,30.29333369,0.5,,,,,0,640.0100098,,,,,,,,,,,,,,,,
